_id,Fecha,BML - AmA(c)rica,BML - Asia,BML - Europa,BML - Total,COMEX - Total,SHFE - Total
713,27-ago-2019,"40,600","175,300","118,075","333,975","38,831","156,573"
714,28-ago-2019,"41,650","176,225","116,825","334,700","39,219","156,573"
715,29-ago-2019,"41,650","175,725","119,200","336,575","39,480","143,876"
716,30-ago-2019,"42,150","178,950","116,575","337,675","39,761","143,876"
717,02-Sep-2019,"45,700","175,650","114,500","335,850","39,761","143,876"
718,03-Sep-2019,"45,700","171,850","112,500","330,050","40,019","143,876"
719,04-Sep-2019,"45,700","167,600","110,250","323,550","40,019","143,876"
720,05-Sep-2019,"45,700","165,950","107,025","318,675","40,019","162,059"
721,06-Sep-2019,"45,700","163,900","103,675","313,275","40,147","162,059"
722,09-Sep-2019,"45,325","160,250","104,775","310,350","39,871","162,059"
723,10-Sep-2019,"45,000","156,175","109,275","310,450","40,110","162,059"
724,11-Sep-2019,"44,525","153,525","107,175","305,225","40,344","162,059"
725,12-Sep-2019,"44,100","150,100","105,550","299,750","40,688","152,188"
726,13-Sep-2019,"44,100","148,300","104,225","296,625","40,325","152,188"
727,16-Sep-2019,"44,100","148,300","109,525","301,925","39,962","152,188"
728,17-Sep-2019,"44,100","146,075","109,150","299,325","39,826","152,188"
729,18-Sep-2019,"44,100","143,050","108,650","295,800","39,826","152,188"
730,19-Sep-2019,"44,075","138,575","108,150","290,800","38,498","141,379"
731,20-Sep-2019,"44,050","135,475","107,625","287,150","37,410","141,379"
732,23-Sep-2019,"44,050","132,250","107,250","283,550","37,410","141,379"
733,24-Sep-2019,"44,075","129,300","106,775","280,150","36,957","141,379"
734,25-Sep-2019,"45,075","126,300","105,450","276,825","36,957","141,379"
735,26-Sep-2019,"45,525","123,150","103,200","271,875","36,900","117,455"
736,27-Sep-2019,"45,500","119,700","101,025","266,225","36,285","117,455"
737,30-Sep-2019,"46,000","116,900","101,525","264,425","36,032","118,108"
738,01-Oct-2019,"46,500","111,925","100,350","258,775","35,964","118,108"
739,02-Oct-2019,"46,975","107,850","99,250","254,075","36,004","118,108"
740,03-Oct-2019,"46,975","122,600","120,675","290,250","35,553","118,108"
741,04-Oct-2019,"46,975","121,100","120,350","288,425","35,392","118,108"
742,07-Oct-2019,"46,975","118,100","120,525","285,600","35,242","118,108"
743,08-Oct-2019,"46,650","116,450","120,250","283,350","35,049","118,108"
744,09-Oct-2019,"46,175","113,450","123,500","283,125","35,209","118,108"
745,10-Oct-2019,"46,550","111,875","127,175","285,600","35,274","134,509"
746,11-Oct-2019,"45,875","110,325","126,125","282,325","34,663","134,509"
747,14-Oct-2019,"45,275","108,700","123,375","277,350","33,956","134,509"
748,15-Oct-2019,"44,725","104,175","126,075","274,975","33,936","134,509"
749,16-Oct-2019,"44,500","103,025","128,050","275,575","33,888","134,509"
750,17-Oct-2019,"44,025","99,275","131,800","275,100","33,806","152,499"
751,18-Oct-2019,"43,775","94,875","129,750","268,400","32,557","152,499"
752,21-Oct-2019,"43,575","92,575","132,050","268,200","31,842","152,499"
753,22-Oct-2019,"43,575","96,300","130,475","270,350","31,620","152,499"
754,23-Oct-2019,"43,575","94,575","131,375","269,525","31,842","152,499"
755,24-Oct-2019,"43,550","91,225","130,475","265,250","31,649","143,010"
756,25-Oct-2019,"43,475","88,225","129,325","261,025","31,491","143,010"
757,28-Oct-2019,"43,475","83,700","128,475","255,650",0,"143,010"
758,29-Oct-2019,"43,425","78,825","128,500","250,750","32,040","143,010"
759,30-Oct-2019,"43,425","75,825","151,075","270,325","32,681","143,010"
760,31-Oct-2019,"42,850","71,375","149,175","263,400","32,917","149,911"
761,01-Nov-2019,"42,150","65,675","147,200","255,025","33,157","149,911"
762,04-Nov-2019,"41,975","62,750","146,750","251,475","33,155","149,911"
763,05-Nov-2019,"41,275","59,975","146,750","248,000","33,275","149,911"
764,06-Nov-2019,"41,200","58,900","141,825","241,925","33,620","149,911"
765,07-Nov-2019,"41,200","57,500","139,850","238,550","34,046","148,687"
766,08-Nov-2019,"40,425","54,475","141,050","235,950","34,384","148,687"
767,11-Nov-2019,"42,325","52,800","139,075","234,200","34,833","148,687"
768,12-Nov-2019,"41,750","51,300","136,300","229,350","35,210","148,687"
769,13-Nov-2019,"41,100","49,800","133,525","224,425",0,"148,687"
770,14-Nov-2019,"41,750","47,350","132,625","221,725","35,850","135,513"
771,15-Nov-2019,"43,400","50,150","131,225","224,775","36,145","135,513"
772,18-Nov-2019,"42,550","48,650","130,250","221,450","36,200","135,513"
773,19-Nov-2019,"41,925","47,275","130,275","219,475","36,277","135,513"
774,20-Nov-2019,"44,100","45,775","131,075","220,950","36,355","135,513"
775,21-Nov-2019,"47,425","44,275","130,375","222,075","36,375","135,037"
776,22-Nov-2019,"47,025","42,825","129,075","218,925","36,375","135,037"
777,25-Nov-2019,"46,575","41,325","128,200","216,100","36,375","135,037"
778,26-Nov-2019,"46,450","39,775","127,975","214,200","36,375","135,037"
779,27-Nov-2019,"46,925","38,475","127,800","213,200","36,375","135,037"
780,28-Nov-2019,"46,700","35,875","127,625","210,200","36,375","120,192"
781,29-Nov-2019,"46,625","34,775","127,225","208,625","36,375","120,192"
782,02-dic-2019,"46,625","34,900","127,000","208,525",0,"120,192"
783,03-dic-2019,"46,625","34,725","124,900","206,250","36,375","120,192"
784,04-dic-2019,"46,300","34,725","121,925","202,950","36,375","120,192"
785,05-dic-2019,"45,975","32,600","119,850","198,425","36,395","112,667"
786,06-dic-2019,"45,275","30,400","118,125","193,800","36,456","112,667"
787,09-dic-2019,"44,400","29,300","117,125","190,825","36,368","112,667"
788,10-dic-2019,"43,675","28,075","113,450","185,200","36,368","112,667"
789,11-dic-2019,"43,375","28,075","110,250","181,700","36,388","112,667"
790,12-dic-2019,"42,400","27,175","106,250","175,825","36,388","117,245"
791,13-dic-2019,"41,775","25,300","104,725","171,800","36,388","117,245"
792,16-dic-2019,"41,100","23,925","102,450","167,475","36,388","117,245"
793,17-dic-2019,"39,275","23,125","99,825","162,225","36,286","117,245"
794,18-dic-2019,"41,625","21,525","97,675","160,825","36,286","117,245"
795,19-dic-2019,"40,600","21,700","95,200","157,500","36,267","129,069"
796,20-dic-2019,"39,575","21,700","93,175","154,450","36,249","129,069"
797,23-dic-2019,"37,875","21,600","91,625","151,100","36,249","129,069"
798,24-dic-2019,"36,725","21,750","90,600","149,075","36,249","129,069"
799,25-dic-2019,"36,725","21,750","90,600","149,075","36,249","129,069"
800,26-dic-2019,"36,725","21,750","90,600","149,075","26,249","123,647"
801,27-dic-2019,"35,675","21,750","89,925","147,350","34,794","123,647"
802,30-dic-2019,"36,175","21,750","89,200","147,125","34,429","123,647"
803,31-dic-2019,"35,500","21,750","88,450","145,700","34,065","123,647"
804,02-ene-2020,"34,975","21,750","87,950","144,675","34,065","123,647"
805,03-ene-2020,"34,825","21,750","87,950","144,525","33,543","141,317"
806,06-ene-2020,"34,625","21,750","86,525","142,900","33,019","141,317"
807,07-ene-2020,"34,300","21,750","84,875","140,925",0,"141,317"
808,08-ene-2020,"33,575","21,750","83,075","138,400","32,297","141,317"
809,09-ene-2020,"32,625","21,775","81,400","135,800","32,297","133,745"
810,10-ene-2020,"31,375","21,450","79,900","132,725","31,966","133,745"
811,13-ene-2020,"29,800","21,450","78,750","130,000","31,966","133,745"
812,14-ene-2020,"28,875","21,450","77,775","128,100","31,966","133,745"
813,15-ene-2020,"28,025","21,875","78,150","128,050","31,927","133,745"
814,16-ene-2020,"27,200","22,225","77,350","126,775","31,723","134,812"
815,17-ene-2020,"26,325","22,125","76,800","125,250","31,482","134,812"
816,20-ene-2020,"25,600","22,125","76,500","124,225","31,482","134,812"
817,21-ene-2020,"24,350","22,225","116,350","162,925","31,203","134,812"
818,22-ene-2020,"24,350","37,475","133,550","195,375","31,623","134,812"
819,23-ene-2020,"21,350","37,375","131,625","190,350","32,216","155,839"
820,24-ene-2020,"22,650","37,275","130,150","190,075","31,605","155,839"
821,25-ene-2020,0,0,0,0,0,0
822,27-ene-2020,"21,200","37,275","128,775","187,250","30,968","155,839"
823,28-ene-2020,"20,250","37,275","127,775","185,300","30,506","155,839"
824,29-ene-2020,"19,675","37,275","126,875","183,825","29,776","155,839"
825,30-ene-2020,"19,425","37,275","125,850","182,550","29,411","155,839"
826,31-ene-2020,"18,600","37,275","124,850","180,725","28,499","155,839"
827,03-Feb-2020,"19,300","37,175","123,325","179,800","27,646","155,839"
828,04-Feb-2020,"19,250","37,175","121,900","178,325","27,554","155,839"
829,05-Feb-2020,"19,025","37,175","120,375","176,575","27,176","155,839"
830,06-Feb-2020,"19,025","37,675","118,100","174,800","27,081","206,254"
831,07-Feb-2020,"18,925","36,275","116,325","171,525","26,808","206,254"
832,10-Feb-2020,"18,925","37,750","115,075","171,750","26,719","206,254"
833,11-Feb-2020,"18,700","37,275","114,025","170,000","26,707","206,254"
834,12-Feb-2020,"18,400","36,500","112,175","167,075","26,707","206,254"
835,13-Feb-2020,"18,150","36,225","110,175","164,550","26,615","262,738"
836,14-Feb-2020,"17,725","35,900","108,750","162,375","26,615","262,738"
837,17-Feb-2020,"17,650","36,300","107,450","161,400","26,615","262,738"
838,18-Feb-2020,"17,375","37,925","111,175","166,475","26,615","262,738"
839,19-Feb-2020,"17,200","38,425","110,800","166,425","26,722","262,738"
840,20-Feb-2020,"17,025","38,425","109,400","164,850","26,269","298,619"
841,21-Feb-2020,"16,875","38,425","108,125","163,425","26,269","298,619"
842,24-Feb-2020,"16,800","38,025","106,750","161,575","26,269","298,619"
843,25-Feb-2020,"16,800","38,025","105,425","160,250","26,269","298,619"
844,26-Feb-2020,"36,800","68,025","116,600","221,425","26,269","298,619"
845,27-Feb-2020,"36,800","68,025","115,050","219,875","26,257","310,760"
846,28-Feb-2020,"36,700","67,925","113,550","218,175","26,257","310,760"
847,02-Mar-2020,"36,675","67,950","112,325","216,950","25,961","310,760"
848,03-Mar-2020,"37,125","63,525","110,225","210,875","26,076","310,760"
849,04-Mar-2020,"37,125","60,425","109,025","206,575","25,711","310,760"
850,05-Mar-2020,"37,100","58,550","107,625","203,275","25,474","345,126"
851,06-Mar-2020,"36,375","57,050","106,850","200,275","25,195","345,126"
852,09-Mar-2020,"35,675","53,100","105,350","194,125","25,015","345,126"
853,10-Mar-2020,"35,000","50,500","104,925","190,425","25,240","345,126"
854,11-Mar-2020,"36,175","48,950","104,600","189,725","25,180","345,126"
855,12-Mar-2020,"35,250","47,875","104,325","187,450",0,0
856,13-Mar-2020,"34,775","46,225","102,700","183,700","25,088","380,085"
857,16-Mar-2020,"33,725","45,300","100,700","179,725","25,105","380,085"
858,17-Mar-2020,"38,825","83,025","98,475","220,325","24,860","380,085"
859,18-Mar-2020,"38,825","89,425","104,900","233,150","24,924","380,085"
860,19-Mar-2020,"38,400","89,650","102,975","231,025","25,140","377,247"
861,20-Mar-2020,"38,000","89,650","100,225","227,875","25,398","377,247"
862,23-Mar-2020,"37,650","90,500","99,175","227,325","26,388","377,247"
863,24-Mar-2020,"37,600","90,400","98,200","226,200","26,962","377,247"
864,25-Mar-2020,"37,600","90,400","97,175","225,175","27,304","377,247"
865,26-Mar-2020,"37,600","90,400","96,375","224,375","27,816","364,040"
866,27-Mar-2020,"38,100","90,400","95,225","223,725",0,"364,040"
867,30-Mar-2020,"38,075","90,450","94,375","222,900","28,713","364,040"
868,31-Mar-2020,"38,075","90,625","93,525","222,225","29,259","364,040"
869,01-abr-2020,"38,075","90,625","92,500","221,200","29,800","364,040"
870,02-abr-2020,"38,050","90,625","91,250","219,925","30,253","332,435"
871,03-abr-2020,"38,050","90,525","89,950","218,525","30,754","332,435"
872,06-abr-2020,"38,050","90,525","88,900","217,475","31,279","332,435"
873,07-abr-2020,"38,050","90,525","87,925","216,500","32,082","332,435"
874,08-abr-2020,"38,050","123,100","98,700","259,850","32,796","332,435"
875,09-abr-2020,"38,050","124,100","98,125","260,275","33,577","317,928"
876,10-abr-2020,"38,050","124,100","98,125","260,275","33,577","317,928"
877,13-abr-2020,"38,050","124,100","98,125","260,275","34,285","317,928"
878,14-abr-2020,"38,050","124,000","97,725","259,775","35,985","317,928"
879,15-abr-2020,"37,975","125,975","97,275","261,225","36,689","317,928"
880,16-abr-2020,"37,875","125,775","97,175","260,825","37,490","303,366"
881,17-abr-2020,"37,800","125,775","101,850","265,425","37,490","303,366"
882,20-abr-2020,"37,725","124,525","101,500","263,750","37,913","303,366"
883,21-abr-2020,"37,725","124,100","102,900","264,725","37,868","303,366"
884,22-abr-2020,"37,650","124,100","102,775","264,525","38,219","303,366"
885,23-abr-2020,"37,550","123,350","102,525","263,425","38,430","259,037"
886,24-abr-2020,"37,475","122,650","102,475","262,600","38,114","259,037"
887,27-abr-2020,"37,400","118,650","102,425","258,475","37,993","259,037"
888,28-abr-2020,"37,400","116,325","102,425","256,150","38,147","259,037"
889,29-abr-2020,"37,325","115,350","103,425","256,100","38,230","259,037"
890,30-abr-2020,"37,250","113,100","103,350","253,700","38,345","230,956"
891,01-May-2020,"37,150","111,100","103,225","251,475","38,750","230,956"
892,04-May-2020,"37,100","111,100","103,225","251,425","38,957","230,956"
893,05-May-2020,"37,100","103,950","104,300","245,350","39,216","230,956"
894,06-May-2020,"37,100","103,700","104,300","245,100","39,522","230,956"
895,07-May-2020,"37,100","102,425","104,175","243,700","39,875","204,219"
896,08-May-2020,"37,100","102,425","104,175","243,700","40,349","204,219"
897,11-May-2020,"37,100","100,525","104,050","241,675","40,926","204,219"
898,12-May-2020,"37,925","87,825","104,000","229,750","40,861","204,219"
899,13-May-2020,"37,550","85,650","103,825","227,025","41,506","204,219"
900,14-May-2020,"45,075","119,900","117,700","282,675","42,517","208,890"
901,15-May-2020,"44,775","116,800","117,175","278,750","43,689","208,890"
902,18-May-2020,"45,000","114,550","116,825","276,375","44,950","208,890"
903,19-May-2020,"44,450","112,500","117,275","274,225","46,317","208,890"
904,20-May-2020,"44,075","112,500","116,600","273,175","47,405","208,890"
905,21-May-2020,"43,675","112,500","116,150","272,325","48,832","175,825"
906,22-May-2020,"42,950","112,500","116,325","271,775","50,266","175,825"
907,25-May-2020,"42,950","112,500","116,325","271,775","50,266","175,825"
908,26-May-2020,"42,950","112,050","115,925","270,925","51,033","175,825"
909,27-May-2020,"42,950","105,750","116,675","265,375","52,590","175,825"
910,28-May-2020,"43,550","102,475","118,400","264,425","53,760","144,988"
911,29-May-2020,"44,050","99,225","118,525","261,800","54,889","144,988"
912,01-Jun-2020,"43,450","93,700","118,575","255,725","55,888","144,988"
913,02-Jun-2020,"43,500","92,200","118,575","254,275","57,201","144,988"
914,03-Jun-2020,"43,300","90,500","118,575","252,375","58,114","144,988"
915,04-Jun-2020,"43,300","86,250","118,725","248,275","59,156","139,913"
916,05-Jun-2020,"43,600","80,825","119,325","243,750","60,292","139,913"
917,08-Jun-2020,"43,600","74,075","120,225","237,900","61,352","139,913"
918,09-Jun-2020,"43,600","71,825","121,150","236,575","62,178","139,913"
919,10-Jun-2020,"43,600","69,000","120,875","233,475","63,381","139,913"
920,11-Jun-2020,"43,600","67,050","120,600","231,250","64,525","128,131"
921,12-Jun-2020,"43,500","66,450","124,600","234,550","65,551","128,131"
922,15-Jun-2020,"46,925","75,550","124,525","247,000","66,772","128,131"
923,16-Jun-2020,"50,350","69,975","128,150","248,475","67,727","128,131"
924,17-Jun-2020,"48,650","67,975","128,075","244,700","68,688","128,131"
925,18-Jun-2020,"46,975","67,975","128,300","243,250","69,075","109,969"
926,19-Jun-2020,"46,125","62,500","127,975","236,600","68,822","109,969"
927,22-Jun-2020,"46,125","59,425","127,850","233,400","69,351","109,969"
928,23-Jun-2020,"46,400","55,950","126,100","228,450","69,821","109,969"
929,24-Jun-2020,"45,700","54,450","125,900","226,050","70,296","99,971"
930,25-Jun-2020,46.900,52.950,125.800,225.650,70.711,99.971
931,26-Jun-2020,46.900,48.450,126.325,221.675,71.802,99.971
932,29-Jun-2020,48.250,43.975,127.375,219.600,72.666,99.971
933,30-Jun-2020,48.425,41.075,127.100,216.600,73.000,99.971
934,01-Jul-2020,48.025,39.575,125.725,213.325,75.550,99.971
935,02-Jul-2020,47.350,38.075,125.275,210.700,76.484,114.318
936,03-Jul-2020,"45,775","36,350","124,250","206,375","76,494","114,318"
937,06-Jul-2020,"44,200","29,400","124,250","197,850","78,096","114,318"
938,07-Jul-2020,"46,900","26,450","122,475","195,825","79,021","114,318"
939,08-Jul-2020,"44,825","24,950","122,250","192,025","79,799","114,318"
940,09-Jul-2020,"43,000","21,700","120,500","185,200","80,407","137,336"
941,10-Jul-2020,"41,400","20,200","119,475","181,075","80,872","137,336"
942,13-Jul-2020,"40,025","18,700","117,625","176,350","80,689","137,336"
943,14-Jul-2020,"38,925","14,150","115,150","168,225","80,703","137,336"
944,15-Jul-2020,"41,150","12,300","113,000","166,450","80,430","137,336"
945,16-Jul-2020,"40,400","9,925","109,475","159,800","80,248","158,647"
946,17-Jul-2020,"42,550","9,175","105,625","157,350","80,204","158,647"
947,20-Jul-2020,"42,050","7,150","101,875","151,075","80,930","158,647"
948,21-Jul-2020,"41,475","4,900","99,925","146,300","81,433","158,647"
949,22-Jul-2020,"42,075","4,500","98,475","145,050","81,159","158,647"
950,23-Jul-2020,"43,200","4,500","96,100","143,800","80,896","157,684"
951,24-Jul-2020,"44,075","4,200","93,450","141,725","80,822","157,684"
952,27-Jul-2020,"44,475","3,200","90,350","138,025","80,908","157,684"
953,28-Jul-2020,"45,250","2,875","85,900","134,025","80,904","157,684"
954,29-Jul-2020,"45,050","2,875","83,975","131,900","80,824","157,684"
955,30-Jul-2020,"44,925","2,500","81,800","129,225","80,823","159,513"
956,31-Jul-2020,"44,750","4,275","79,100","128,125","80,784","159,513"
957,03-ago-2020,"45,175","4,675","76,825","126,675","80,997","159,513"
958,04-ago-2020,"44,975","4,625","75,550","125,150","80,997","159,513"
959,05-ago-2020,"44,775","4,625","73,050","122,450","80,498","159,513"
960,06-ago-2020,"45,175","4,600","71,175","120,950","80,296","172,455"
961,07-ago-2020,"44,850","3,725","69,375","117,950","80,296","172,455"
962,10-ago-2020,"44,525","3,775","66,075","114,375","80,296","172,455"
963,11-ago-2020,"44,150","3,875","66,600","114,625","80,296","172,455"
964,12-ago-2020,"43,700","3,875","67,000","114,575","80,296","172,455"
965,13-ago-2020,"43,825","5,175","64,875","113,875","80,116","172,051"
966,14-ago-2020,"43,675","5,575","63,950","113,200","80,056","172,051"
967,17-ago-2020,"43,100","5,450","61,450","110,000","80,021","172,051"
968,18-ago-2020,"43,025","5,350","59,150","107,525","79,921","172,051"
969,19-ago-2020,"42,425","5,350","58,450","106,225","79,645","172,051"
970,20-ago-2020,"42,350","5,350","56,725","104,425","79,546","172,266"
971,21-ago-2020,"41,750","6,025","55,700","103,475","172,266","172,266"
972,24-ago-2020,"41,200","5,225","51,475","97,900","79,040","172,266"
973,25-ago-2020,"40,850","5,175","49,500","95,525","78,864","172,266"
974,26-ago-2020,"41,200","5,175","45,650","92,025","78,418","172,266"
975,27-ago-2020,"40,525","4,350","45,900","90,775","78,075","170,086"
976,28-ago-2020,"40,275","4,175","44,900","89,350","77,893","170,086"
977,31-ago-2020,"40,275","4,175","44,900","89,350","77,496","170,086"
978,01-Sep-2020,"40,175","4,175","43,900","88,250","77,356","170,086"
979,02-Sep-2020,"39,275","4,075","41,625","84,975","76,859","170,086"
980,03-Sep-2020,"41,775","3,875","39,000","84,650","76,370","170,086"
981,04-Sep-2020,"41,725","3,300","37,425","82,450","75,890","176,873"
982,07-Sep-2020,"41,275","2,350","33,925","77,550","75,890","176,873"
983,08-Sep-2020,"40,725","2,150","33,675","76,550","75,549","176,873"
984,09-Sep-2020,"40,725","2,325","30,425","73,475","75,140","176,873"
985,10-Sep-2020,"40,300","2,225","33,450","75,975","75,140","176,873"
986,11-Sep-2020,"40,175","2,400","32,975","75,550","74,708","176,795"
987,14-Sep-2020,"39,650","2,300","32,925","74,875","74,436","176,795"
988,15-Sep-2020,"41,800","2,300","34,450","78,550","74,436","176,795"
989,16-Sep-2020,"42,825","2,300","33,775","78,900","74,210","176,795"
990,17-Sep-2020,"42,825","2,400","33,525","78,750","73,753","193,347"
991,18-Sep-2020,"43,175","2,325","33,400","78,900","73,663","193,347"
992,21-Sep-2020,"42,700","2,375","33,350","78,425","73,458","193,347"
993,22-Sep-2020,"42,600","2,450","33,250","78,300","73,418","193,347"
994,23-Sep-2020,"41,850","2,450","32,975","77,275","73,329","193,622"
995,24-Sep-2020,"41,150","2,350","32,825","76,325","73,329","170,464"
996,25-Sep-2020,"40,375","2,350","30,900","73,625","73,249","170,464"
997,28-Sep-2020,"39,675","2,350","61,100","103,125","73,329","170,464"
998,29-Sep-2020,"41,575","3,350","91,400","136,325","72,432","170,464"
999,30-Sep-2020,"53,475","3,550","108,575","165,600","72,432","155,071"
1000,1-Oct-2020,"552,675","3,700","106,750","663,125","72,432","155,071"
1001,2-Oct-2020,"51,875","3,700","106,400","161,975","72,342","155,071"
1002,5-Oct-2020,"51,125","3,600","106,150","160,875","72,342","155,071"
1003,6-Oct-2020,"50,600","3,500","102,025","156,125","72,342","155,071"
1004,7-Oct-2020,"50,000","3,500","101,900","155,400","71,614","155,071"
1005,8-Oct-2020,"49,450","3,500","101,800","154,750","71,614","156,454"
1006,9-Oct-2020,"48,775","3,600","101,550","153,925","71,432","156,454"
1007,12-Oct-2020,"48,125","3,600","101,250","152,975","71,288","156,454"
1008,13-Oct-2020,"47,800","4,300","101,100","153,200","71,288","156,454"
1009,14-Oct-2020,"46,825","5,725","117,375","169,925","71,014","156,454"
1010,15-Oct-2020,"46,000","5,725","117,150","168,875","71,014","157,547"
1011,16-Oct-2020,"75,200","6,750","132,900","214,850","70,923","157,547"
1012,19-Oct-2020,"44,425","6,750","132,725","183,900","70,923","157,547"
1013,20-Oct-2020,"43,350","6,850","132,975","183,175","70,923","157,547"
1014,21-Oct-2020,"41,975","6,950","132,725","181,650","70,923","157,547"
1015,22-Oct-2020,"41,125","6,975","132,525","180,625","70,923","155,506"
1016,23-Oct-2020,"39,850","8,175","132,275","180,300",0,"155,506"
1017,26-Oct-2020,"38,800","8,275","131,650","178,725","72,428","155,506"
1018,27-Oct-2020,"37,250","9,175","130,650","177,075","72,428","155,506"
1019,28-Oct-2020,"35,925","9,275","129,700","174,900","72,357","155,506"
1020,29-Oct-2020,"34,525","9,275","128,825","172,625","72,357","139,657"
1021,30-Oct-2020,"34,425","9,375","127,500","171,300","72,525","139,657"
1022,2-Nov-2020,"33,950","9,395","126,275","169,620","72,525","139,657"
1023,3-Nov-2020,"33,425","10,375","125,600","169,400","72,522","139,657"
1024,4-Nov-2020,"32,050","19,525","125,075","176,650","73,340","139,657"
1025,5-Nov-2020,"30,500","19,975","123,575","174,050","73,568","131,321"
1026,6-Nov-2020,"29,425","19,975","123,050","172,450","73,568","131,321"
1027,9-Nov-2020,"28,650","19,875","122,600","171,125","73,568","131,321"
1028,10-Nov-2020,"27,925","19,875","121,775","169,575","74,396","131,321"
1029,11-Nov-2020,"26,975","19,875","120,975","167,825","74,830","131,321"
1030,12-Nov-2020,"26,250","19,875","120,075","166,200","74,830","117,949"
1031,13-Nov-2020,"26,150","19,875","119,175","165,200","74,846","117,949"
1032,16-Nov-2020,"25,275","19,375","118,375","163,025","74,846","117,949"
1033,17-Nov-2020,"24,700","19,425","117,575","161,700","74,846","117,949"
1034,18-Nov-2020,"24,100","19,425","116,675","160,200","74,573","117,949"
1035,19-Nov-2020,"23,600","20,025","115,850","159,475","74,290","96,766"
1036,20-Nov-2020,"22,550","19,925","114,875","157,350","74,019","96,766"
1037,23-Nov-2020,"22,125","19,925","114,025","156,075","74,019","96,766"
1038,24-Nov-2020,"21,850","19,825","113,150","154,825","74,019","96,766"
1039,25-Nov-2020,"21,100","19,825","112,250","153,175","74,019","96,766"
1040,26-Nov-2020,"20,925","19,775","111,325","152,025","74,019","92,912"
1041,27-Nov-2020,"20,925","19,675","110,175","150,775","74,019","92,912"
1042,30-Nov-2020,"20,925","19,675","109,200","149,800","74,019","92,912"
1043,01-dic-2020,"20,925","19,825","109,175","149,925","73,655","92,912"
1044,02-dic-2020,"20,925","19,925","108,825","149,675","73,233","92,912"
1045,03-dic-2020,"20,925","19,925","108,475","149,325","73,233","97,783"
1046,04-dic-2020,"20,925","20,525","108,225","149,675","73,005","97,783"
1047,07-dic-2020,"20,900","21,200","108,025","150,125","73,005","97,783"
1048,08-dic-2020,"20,900","20,700","108,025","149,625","72,520","97,783"
1049,09-dic-2020,"20,875","20,675","108,025","149,575","72,520","97,783"
1050,10-dic-2020,"20,825","19,150","107,850","147,825","72,520","82,092"
1051,11-dic-2020,"20,825","18,825","106,675","146,325","72,316","82,092"
1052,14-dic-2020,"20,800","18,875","105,100","144,775","71,907","82,092"
1053,15-dic-2020,"20,800","18,050","103,050","141,900","71,384","82,092"
1054,16-dic-2020,"20,750","10,775","101,600","133,125","70,837","82,092"
1055,17-dic-2020,"20,750","7,150","99,825","127,725","71,831","74,222"
1056,18-dic-2020,"20,725","7,050","95,625","123,400","71,111","74,222"
1057,21-dic-2020,"20,725","6,950","95,300","122,975","70,748","74,222"
1058,22-dic-2020,"20,725","5,975","92,900","119,600","70,513","74,222"
1059,23-dic-2020,"20,725","7,975","90,675","119,375","70,166","70,513"
1060,24-dic-2020,"20,525","7,475","88,100","116,100","69,712","75,149"
1061,25-dic-2020,"20,525","7,475","88,100","116,100","69,712","75,149"
1062,28-dic-2020,"20,525","7,475","88,100","116,100","69,936","75,149"
1063,29-dic-2020,"20,150","7,475","86,350","113,975","69,770","75,149"
1064,30-dic-2020,"19,650","7,375","83,850","110,875","70,397","86,679"
1065,31-dic-2020,"18,775","7,375","81,800","107,950","70,397","86,679"
1066,04-ene-2021,"18,275","7,375","80,150","105,800","70,226","86,679"
1067,05-ene-2021,"18,050","7,375","80,000","105,425","71,008","86,679"
1068,06-ene-2021,"18,050","8,375","79,000","105,425","71,388","86,679"
1069,07-ene-2021,"18,050","8,275","78,000","104,325","71,903","82,342"
1070,08-ene-2021,"18,050","8,375","76,000","102,425","72,252","82,342"
1071,11-ene-2021,"18,050","10,625","76,275","104,950","71,854","82,342"
1072,12-ene-2021,"18,050","10,625","75,075","103,750","71,611","82,342"
1073,13-ene-2021,"17,975","10,625","79,950","108,550","71,293","82,342"
1074,14-ene-2021,"17,975","10,625","72,650","101,250",0,0
